Galaxy Name,Type (RC3),err,D,GLON,GLAT,Vgsr (RC3),wts
"NGC 1344, NGC 1340",E.5,0.18,19.1,229.1,-55.7,1061,5.555555556
FCC 207,"dE2, N",0.13,19.1,236.2,-53.7,1295,7.692307692
NGC 4414,SAT5$,0.1,19.1,174.5,83.2,728,10
NGC 4414,SAT5$,0.1,19.1,174.5,83.2,728,10
NGC 4536,SXT4,0.03,19.1,293,64.7,1721,33.33333333
NGC 1365,SBS3,0.05,19.18,238,-54.6,1541,20
NGC 3949,SAS4*,0.2,19.2,147.6,66.4,850,5
NGC 4476,LAR-*,0.2,19.2,283.1,74.4,1873,5
"M91, NGC 4548",SBT3,0.54,19.2,285.7,76.8,442,1.851851852
NGC 4278,E.1+,0.41,19.2,193.8,82.8,647,2.43902439
NGC 5061,E.0,0.41,19.2,310.3,35.7,1897,2.43902439
NGC 1419,E...P*,0.24,19.2,240.1,-53.1,1398,4.166666667
NGC 7743,RLBS+,0.17,19.2,97,-49.5,1807,5.882352941
VCC 0928,E?,0.14,19.2,280.1,74.3,-310,7.142857143
NGC 1399,E.1.P,0.14,19.2,236.7,-53.6,1323,7.142857143
NGC 1375,LX.0*/,0.13,19.2,236.4,-54.3,630,7.692307692
NGC 4526,LXS0*,0.2,19.3,290.2,70.1,530,5
NGC 1637,SXT5,0.2,19.3,199.6,-30,639,5
NGC 4102,SXS3$,0.2,19.3,138.1,63.1,911,5
"M100, NGC 4321",SXS4,0.2,19.3,271.1,76.9,1540,5
IC 2006,RLA.-,0.29,19.3,237.5,-50.4,1223,3.448275862
"NGC 3389, NGC 3373",SAS5,0.14,19.3,233.7,57.7,1203,7.142857143
NGC 1404,E.1,0.14,19.3,237,-53.6,1805,7.142857143
"NGC 1344, NGC 1340",E.5,0.1,19.3,229.1,-55.7,1061,10
NGC 1326A,SBS9*,0.07,19.3,238.6,-56.3,1716,14.28571429
NGC 1326A,SBS9*,0.07,19.3,238.6,-56.3,1716,14.28571429
NGC 3729,SBR1P,0.2,19.4,146.6,60.3,1089,5
FCC 188,dE0,0.33,19.4,237,-53.9,874,3.03030303
NGC 1052,E.4,0.27,19.4,182,-57.9,1485,3.703703704
NGC 1187,SBR5,0.2,19.4,212.1,-60.1,1325,5
"M100, NGC 4321",SXS4,0.03,19.4,271.1,76.9,1540,33.33333333
NGC 4527,SXS4,0.2,19.5,292.6,65.2,1652,5
NGC 0274,LXR-P,0.47,19.5,122.6,-69.9,1811,2.127659574
NGC 1574,LAS-*,0.41,19.5,266.9,-42.6,749,2.43902439
NGC 3403,SA.4*,0.4,19.5,133.4,41,1387,2.5
NGC 1339,E+..P*,0.35,19.5,231.2,-55.8,1243,2.857142857
AM 0337-353,DLXS0*,0.33,19.5,236.6,-53.5,828,3.03030303
NGC 1404,E.1,0.19,19.5,237,-53.6,1805,5.263157895
NGC 1351,LA.-P*,0.16,19.5,235.8,-55.3,1400,6.25
"M109, NGC 3992",SBT4,0.2,19.6,140.1,61.9,1121,5
NGC 4100,PSAT4,0.2,19.6,141.1,65.9,1138,5
FCC 266,"dE0, N",0.33,19.6,236.2,-53,1430,3.03030303
NGC 4251,LB..$/,0.2,19.6,202.9,82.6,1008,5
NGC 1365,SBS3,0.06,19.6,238,-54.6,1541,16.66666667
"M109, NGC 3992",SBT4,0.2,19.7,140.1,61.9,1121,5
NGC 3599,LA..*,0.41,19.7,230.1,66.1,713,2.43902439
NGC 1549,E.0+,0.18,19.7,265.4,-43.8,1042,5.555555556
NGC 4568,SAT4,0.11,19.7,289.8,73.7,2202,9.090909091
IC 2006,RLA.-,0.2,19.8,237.5,-50.4,1223,5
"M100, NGC 4321",SXS4,0.2,19.8,271.1,76.9,1540,5
NGC 2293,LXS+P,0.41,19.8,236.7,-12.6,1782,2.43902439
"NGC 1344, NGC 1340",E.5,0.3,19.8,229.1,-55.7,1061,3.333333333
ESO 213- G 011,SAS5,0.26,19.8,278.5,6.5,2516,3.846153846
NGC 1411,LAR-*,0.25,19.8,251,-52.5,830,4
NGC 1549,E.0+,0.18,19.8,265.4,-43.8,1042,5.555555556
VCC 0815,"dE2,N",0.17,19.8,278.3,74.8,-752,5.882352941
NGC 1374,E,0.13,19.8,236.4,-54.3,1230,7.692307692
NGC 1232,SXT5,0.2,19.9,208.8,-57.8,1614,5
NGC 5846,E.0+,0.2,19.9,0.4,48.8,1793,5
NGC 0936,LBT+,0.41,19.9,168.6,-55.3,1371,2.43902439
"M100, NGC 4321",SXS4,0.4,19.9,271.1,76.9,1540,2.5
NGC 1419,E...P*,0.24,19.9,240.1,-53.1,1398,4.166666667
NGC 3607,LAS0*,0.22,19.9,230.6,66.4,867,4.545454545
NGC 1574,LAS-*,0.21,19.9,266.9,-42.6,749,4.761904762
NGC 7582,PSBS2,0.1,19.9,348.1,-65.7,1551,10
NGC 1387,LXS-,0.06,19.9,236.8,-53.9,1205,16.66666667
NGC 4150,LAR0$,0.2,20,190.4,80.5,242,5
NGC 1068,RSAT3,0.2,20,172.1,-51.9,1144,5
"M58, NGC 4579",SXT3,0.2,20,290.4,74.4,1470,5
NGC 0150,SBT3*,0.2,20,21.9,-86.1,1581,5
NGC 1232,SXT5,0.2,20,208.8,-57.8,1614,5
NGC 0578,SXT5,0.2,20,188.3,-80.1,1616,5
"M88, NGC 4501",SAT3,0.2,20,282.3,76.5,2233,5
ESO 208- G 021,LX.-,0.41,20,262.7,-14.3,812,2.43902439
NGC 3607,LAS0*,0.41,20,230.6,66.4,867,2.43902439
NGC 7185,LXT-P?,0.37,20,33.4,-51.1,1918,2.702702703
NGC 4414,SAT5$,0.27,20,174.5,83.2,728,3.703703704
NGC 3626,RLAT+,0.24,20,230.8,67.2,1427,4.166666667
NGC 1172,E+..*,0.2,20,197.5,-57.4,1502,5
NGC 3585,E.6,0.18,20,277.2,31.2,1206,5.555555556
NGC 1543,RLBS0,0.17,20,268.4,-43.5,921,5.882352941
NGC 1316,LXS0P,0.17,20,240.2,-56.7,1674,5.882352941
NGC 1399,E.1.P,0.16,20,236.7,-53.6,1323,6.25
NGC 1379,E,0.15,20,236.7,-54.1,1254,6.666666667
NGC 4753,I.0,0.14,20,303.4,61.7,1154,7.142857143
NGC 1374,E,0.13,20,236.4,-54.3,1230,7.692307692
NGC 1365,SBS3,0.1,20,238,-54.6,1541,10
NGC 1379,E,0.08,20,236.7,-54.1,1254,12.5
NGC 1374,E,0.05,20,236.4,-54.3,1230,20
NGC 1425,SAS3,0.05,20,227.5,-52.6,1396,20
"M100, NGC 4321",SXS4,0.2,20.1,271.1,76.9,1540,5
NGC 5322,E.3+,0.2,20.1,110.3,55.5,2043,5
NGC 4125,E.6.P,0.41,20.1,130.2,51.3,1468,2.43902439
NGC 1574,LAS-*,0.21,20.1,266.9,-42.6,749,4.761904762
NGC 0779,SXR3,0.2,20.1,163.5,-63.3,1411,5
NGC 0584,E.4,0.2,20.1,149.8,-67.6,1899,5
NGC 1389,LXS-*,0.18,20.1,237.2,-53.9,871,5.555555556
"M49, NGC 4472",E.2,0.1,20.1,286.9,70.2,846,10
NGC 3972,SAS4,0.2,20.2,138.8,60.1,918,5
NGC 3893,SXT5*,0.2,20.2,148.2,65.2,1026,5
NGC 1300,SBT4,0.2,20.2,208.2,-55.2,1496,5
NGC 6384,SXR4,0.2,20.2,30.3,20.8,1786,5
NGC 1201,LAR0*,0.3,20.2,218.5,-60.4,1630,3.333333333
NGC 1543,RLBS0,0.17,20.2,268.4,-43.5,921,5.882352941
"M60, NGC 4639",SXT4,0.08,20.2,294.3,76,963,12.5
NGC 4085,SXS5*$,0.2,20.3,140.6,65.2,817,5
NGC 3949,SAS4*,0.2,20.3,147.6,66.4,850,5
NGC 1387,LXS-,0.26,20.3,236.8,-53.9,1205,3.846153846
NGC 3599,LA..*,0.18,20.3,230.1,66.1,713,5.555555556
NGC 1399,E.1.P,0.16,20.3,236.7,-53.6,1323,6.25
NGC 1379,E,0.15,20.3,236.7,-54.1,1254,6.666666667
NGC 1055,SB.3*/,0.11,20.3,171.3,-51.7,1006,9.090909091
NGC 3729,SBR1P,0.2,20.4,146.6,60.3,1089,5
NGC 5364,SAT4P,0.2,20.4,340.7,63,1216,5
NGC 3032,LXR0,0.28,20.4,199,50.7,1485,3.571428571
NGC 1336,LA.-,0.23,20.4,237.4,-56.1,1393,4.347826087
NGC 4589,E.2,0.22,20.4,124.2,42.9,2121,4.545454545
NGC 3585,E.6,0.18,20.4,277.2,31.2,1206,5.555555556
NGC 4365,E.3,0.17,20.4,283.8,69.2,1154,5.882352941
NGC 4102,SXS3$,0.2,20.5,138.1,63.1,911,5
NGC 4458,E.0+,0.41,20.5,281.1,75.2,617,2.43902439
NGC 2380,LX.0*,0.41,20.5,241,-5.7,1575,2.43902439
NGC 3599,LA..*,0.18,20.5,230.1,66.1,713,5.555555556
ESO 269- G 085,SAT5,0.16,20.5,307.9,15.3,2681,6.25
NGC 4550,LB.0*/,0.14,20.5,288.1,74.6,336,7.142857143
NGC 7177,SXR3,0.14,20.5,75.4,-29,1343,7.142857143
NGC 3982,SXR3*,0.08,20.5,138.8,60.3,1184,12.5
NGC 1574,LAS-*,0.2,20.6,266.9,-42.6,749,5
NGC 1399,E.1.P,0.2,20.6,236.7,-53.6,1323,5
NGC 0584,E.4,0.2,20.6,149.8,-67.6,1899,5
NGC 1052,E.4,0.27,20.6,182,-57.9,1485,3.703703704
NGC 2768,E.6.*,0.22,20.6,155.5,40.6,1406,4.545454545
NGC 4365,E.3,0.17,20.6,283.8,69.2,1154,5.882352941
NGC 1339,E+..P*,0.15,20.6,231.2,-55.8,1243,6.666666667
NGC 1407,E.0,0.1,20.6,209.6,-50.4,1678,10
"M109, NGC 3992",SBT4,0.2,20.7,140.1,61.9,1121,5
NGC 1407,E.0,0.2,20.7,209.6,-50.4,1678,5
NGC 5161,SAS5*,0.2,20.7,312,29,2247,5
NGC 3605,E.4+,0.29,20.7,230.6,66.4,581,3.448275862
ESO 576- G 040,SB7?P/,0.2,20.7,311.8,40.3,1977,5
NGC 7743,RLBS+,0.17,20.7,97,-49.5,1807,5.882352941
NGC 3457,S?,0.15,20.7,226.3,61.5,1081,6.666666667
NGC 1375,LX.0*/,0.13,20.7,236.4,-54.3,630,7.692307692
"M60, NGC 4639",SXT4,0.11,20.7,294.3,76,963,9.090909091
NGC 4085,SXS5*$,0.2,20.8,140.6,65.2,817,5
NGC 4365,E.3,0.2,20.8,283.8,69.2,1154,5
NGC 0596,E+..P*,0.41,20.8,150.9,-67.6,1923,2.43902439
IC 2006,RLA.-,0.29,20.8,237.5,-50.4,1223,3.448275862
NGC 0584,E.4,0.2,20.8,149.8,-67.6,1899,5
NGC 1399,E.1.P,0.16,20.8,236.7,-53.6,1323,6.25
ESO 091- G 003,SAT2,0.14,20.8,281.4,-10.3,1683,7.142857143
NGC 3982,SXR3*,0.13,20.8,138.8,60.3,1184,7.692307692
NGC 3982,SXR3*,0.06,20.8,138.8,60.3,1184,16.66666667
NGC 1400,LA.-,0.2,20.9,209.7,-50.6,475,5
NGC 3729,SBR1P,0.2,20.9,146.6,60.3,1089,5
NGC 1407,E.0,0.2,20.9,209.6,-50.4,1678,5
NGC 4450,SAS2,0.2,20.9,273.9,78.6,1918,5
NGC 1373,E+..*,0.5,20.9,236.3,-54.4,1257,2
NGC 4365,E.3,0.3,20.9,283.8,69.2,1154,3.333333333
ESO 358- G 059,LX.-,0.2,20.9,237.5,-52.3,879,5
NGC 3245,LAR0*$,0.2,20.9,201.9,58.2,1304,5
NGC 3982,SXR3*,0.13,20.9,138.8,60.3,1184,7.692307692
IC 2006,RLA.-,0.11,20.9,237.5,-50.4,1223,9.090909091
NGC 3982,SXR3*,0.08,20.9,138.8,60.3,1184,12.5
NGC 1425,SAS3,0.08,20.9,227.5,-52.6,1396,12.5
NGC 1425,SAS3,0.05,20.9,227.5,-52.6,1396,20
"M100, NGC 4321",SXS4,0.03,20.9,271.1,76.9,1540,33.33333333
NGC 6207,SAS5,0.2,21,59.5,40.7,1010,5
NGC 3608,E.2,0.2,21,230.4,66.5,1056,5
NGC 1425,SAS3,0.2,21,227.5,-52.6,1396,5
NGC 1425,SAS3,0.2,21,227.5,-52.6,1396,5
LSBG F358-045,dE3,0.37,21,237.1,-53.9,1112,2.702702703
NGC 1339,E+..P*,0.35,21,231.2,-55.8,1243,2.857142857
"WKK 4748, ZOAG323.59+4.04",SB.3?/,0.24,21,323.6,4,1315,4.166666667
"M84, NGC 4374",E.1,0.2,21,278.2,74.5,902,5
NGC 1404,E.1,0.19,21,237,-53.6,1805,5.263157895
NGC 1351,LA.-P*,0.16,21,235.8,-55.3,1400,6.25
"M60, NGC 4639",SXT4,0.08,21,294.3,76,963,12.5
"M60, NGC 4639",SXT4,0.08,21,294.3,76,963,12.5
NGC 3982,SXR3*,0.06,21,138.8,60.3,1184,16.66666667
NGC 3893,SXT5*,0.2,21.1,148.2,65.2,1026,5
NGC 4217,S..3./,0.2,21.1,139.9,68.8,1084,5
NGC 4100,PSAT4,0.2,21.1,141.1,65.9,1138,5
NGC 3605,E.4+,0.29,21.1,230.6,66.4,581,3.448275862
NGC 3227,SXS1P,0.29,21.1,217,55.4,1079,3.448275862
ESO 358- G 044,E0:,0.26,21.1,239.8,-53.6,1273,3.846153846
"NGC 1382, NGC 1380B",LXS-*,0.25,21.1,236.3,-53.9,1680,4
NGC 4033,E.6,0.23,21.1,286.2,43.4,1411,4.347826087
NGC 3982,SXR3*,0.14,21.1,138.8,60.3,1184,7.142857143
NGC 4414,SAT5$,0.09,21.1,174.5,83.2,728,11.11111111
"M60, NGC 4639",SXT4,0.09,21.1,294.3,76,963,11.11111111
"M60, NGC 4639",SXT4,0.08,21.1,294.3,76,963,12.5
NGC 3982,SXR3*,0.03,21.1,138.8,60.3,1184,33.33333333
NGC 1395,E.2,0.41,21.2,216.2,-52.1,1605,2.43902439
NGC 4941,RSXR2*,0.37,21.2,308.8,57.2,1018,2.702702703
NGC 1366,L..0./,0.29,21.2,229.4,-54.5,1186,3.448275862
"M87, NGC 4486",E+0+P,0.13,21.2,283.8,74.5,1229,7.692307692
NGC 3982,SXR3*,0.06,21.2,138.8,60.3,1184,16.66666667
NGC 3982,SXR3*,0.06,21.2,138.8,60.3,1184,16.66666667
NGC 3982,SXR3*,0.06,21.2,138.8,60.3,1184,16.66666667
NGC 4085,SXS5*$,0.2,21.3,140.6,65.2,817,5
NGC 4365,E.3,0.41,21.3,283.8,69.2,1154,2.43902439
NGC 4620,L,0.3,21.3,293.6,75.6,1169,3.333333333
"NGC 3136B, ESO 092- G 013",E+,0.19,21.3,288.1,-8.9,1564,5.263157895
NGC 1427,E+,0.18,21.3,236.6,-52.9,1287,5.555555556
IC 3468,E,0.18,21.3,287,72.5,1313,5.555555556
NGC 1351,LA.-P*,0.16,21.3,235.8,-55.3,1400,6.25
NGC 0701,SBT5,0.16,21.3,164.7,-67.6,1847,6.25
"M60, NGC 4639",SXT4,0.07,21.3,294.3,76,963,14.28571429
NGC 3982,SXR3*,0.07,21.3,138.8,60.3,1184,14.28571429
NGC 6207,SAS5,0.2,21.4,59.5,40.7,1010,5
NGC 3893,SXT5*,0.2,21.4,148.2,65.2,1026,5
NGC 4387,E,0.73,21.4,278.8,74.5,507,1.369863014
NGC 1052,E.4,0.41,21.4,182,-57.9,1485,2.43902439
NGC 1533,LB.-,0.38,21.4,266.4,-44.4,612,2.631578947
NGC 3610,E.5.*,0.22,21.4,143.5,54.5,1869,4.545454545
NGC 1404,E.1,0.19,21.4,237,-53.6,1805,5.263157895
NGC 4414,SAT5$,0.17,21.4,174.5,83.2,728,5.882352941
"M60, NGC 4639",SXT4,0.08,21.4,294.3,76,963,12.5
"M60, NGC 4639",SXT4,0.08,21.4,294.3,76,963,12.5
NGC 5806,SXS3,0.08,21.4,359.1,50.2,1367,12.5
"M104, NGC 4594",SAS1./,0.2,21.5,298.5,51.1,969,5
NGC 2559,SBS4P*,0.2,21.5,247,4.5,1344,5
IC 2006,RLA.-,0.29,21.5,237.5,-50.4,1223,3.448275862
NGC 2974,E.4,0.24,21.5,239.5,35,1893,4.166666667
NGC 1172,E+..*,0.2,21.5,197.5,-57.4,1502,5
NGC 1316,LXS0P,0.17,21.5,240.2,-56.7,1674,5.882352941
NGC 1316,LXS0P,0.17,21.5,240.2,-56.7,1674,5.882352941
"M60, NGC 4639",SXT4,0.11,21.5,294.3,76,963,9.090909091
"M60, NGC 4639",SXT4,0.11,21.5,294.3,76,963,9.090909091
"M60, NGC 4639",SXT4,0.08,21.5,294.3,76,963,12.5
"M60, NGC 4639",SXT4,0.08,21.5,294.3,76,963,12.5
NGC 3982,SXR3*,0.06,21.5,138.8,60.3,1184,16.66666667
NGC 1425,SAS3,0.05,21.5,227.5,-52.6,1396,20
NGC 4278,E.1+,0.2,21.6,193.8,82.8,647,5
"M60, NGC 4639",SXT4,0.2,21.6,294.3,76,963,5
NGC 2434,E.0+,0.29,21.6,281,-21.5,1178,3.448275862
NGC 4033,E.6,0.23,21.6,286.2,43.4,1411,4.347826087
NGC 1400,LA.-,0.14,21.6,209.7,-50.6,475,7.142857143
"M60, NGC 4639",SXT4,0.08,21.6,294.3,76,963,12.5
NGC 4051,SXT4,0.2,21.7,148.9,70.1,765,5
NGC 4102,SXS3$,0.2,21.7,138.1,63.1,911,5
"M109, NGC 3992",SBT4,0.2,21.7,140.1,61.9,1121,5
NGC 2325,E.4,0.41,21.7,240,-10.4,1956,2.43902439
NGC 4638,L..-./,0.26,21.7,295.1,74.2,1083,3.846153846
NGC 1389,LXS-*,0.18,21.7,237.2,-53.9,871,5.555555556
NGC 4365,E.3,0.17,21.7,283.8,69.2,1154,5.882352941
NGC 1425,SAS3,0.17,21.7,227.5,-52.6,1396,5.882352941
NGC 3982,SXR3*,0.14,21.7,138.8,60.3,1184,7.142857143
NGC 4365,E.3,0.2,21.8,283.8,69.2,1154,5
NGC 1425,SAS3,0.2,21.8,227.5,-52.6,1396,5
FCC 211,d:E2,0.33,21.8,236.4,-53.7,1979,3.03030303
"NGC 3136B, ESO 092- G 013",E+,0.19,21.8,288.1,-8.9,1564,5.263157895
"M60, NGC 4639",SXT4,0.11,21.8,294.3,76,963,9.090909091
NGC 0596,E+..P*,0.1,21.8,150.9,-67.6,1923,10
NGC 1339,E+..P*,0.08,21.8,231.2,-55.8,1243,12.5
NGC 3972,SAS4,0.2,21.9,138.8,60.1,918,5
NGC 3729,SBR1P,0.2,21.9,146.6,60.3,1089,5
NGC 4100,PSAT4,0.2,21.9,141.1,65.9,1138,5
NGC 1427,E+,0.24,21.9,236.6,-52.9,1287,4.166666667
NGC 6703,LA.-,0.23,21.9,74.9,19.7,2580,4.347826087
NGC 3610,E.5.*,0.22,21.9,143.5,54.5,1869,4.545454545
NGC 2880,LB.-,0.21,21.9,151.5,41.8,1633,4.761904762
NGC 1404,E.1,0.2,21.9,237,-53.6,1805,5
"M60, NGC 4639",SXT4,0.18,21.9,294.3,76,963,5.555555556
NGC 4365,E.3,0.11,21.9,283.8,69.2,1154,9.090909091
NGC 0596,E+..P*,0.1,21.9,150.9,-67.6,1923,10
NGC 4365,E.3,0.09,21.9,283.8,69.2,1154,11.11111111
"M60, NGC 4639",SXT4,0.08,21.9,294.3,76,963,12.5
"M60, NGC 4639",SXT4,0.08,21.9,294.3,76,963,12.5
NGC 1425,SAS3,0.06,21.9,227.5,-52.6,1396,16.66666667
NGC 1425,SAS3,0.05,21.9,227.5,-52.6,1396,20
NGC 3972,SAS4,0.2,22,138.8,60.1,918,5
NGC 1339,E+..P*,0.35,22,231.2,-55.8,1243,2.857142857
NGC 3032,LXR0,0.28,22,199,50.7,1485,3.571428571
NGC 4589,E.2,0.22,22,124.2,42.9,2121,4.545454545
"M60, NGC 4639",SXT4,0.21,22,294.3,76,963,4.761904762
NGC 3982,SXR3*,0.14,22,138.8,60.3,1184,7.142857143
NGC 4365,E.3,0.1,22,283.8,69.2,1154,10
"M60, NGC 4639",SXT4,0.08,22,294.3,76,963,12.5
NGC 1399,E.1.P,0.41,22.1,236.7,-53.6,1323,2.43902439
NGC 1172,E+..*,0.2,22.1,197.5,-57.4,1502,5
NGC 3982,SXR3*,0.14,22.1,138.8,60.3,1184,7.142857143
NGC 3982,SXR3*,0.14,22.1,138.8,60.3,1184,7.142857143
NGC 5161,SAS5*,0.1,22.1,312,29,2247,10
NGC 1084,SAS5,0.2,22.2,182.5,-56.6,1391,5
NGC 2434,E.0+,0.29,22.2,281,-21.5,1178,3.448275862
NGC 3982,SXR3*,0.07,22.2,138.8,60.3,1184,14.28571429
NGC 1404,E.1,0.05,22.2,237,-53.6,1805,20
"M91, NGC 4548",SBT3,0.2,22.3,285.7,76.8,442,5
NGC 2841,SAR3*,0.2,22.3,166.9,44.2,674,5
"M60, NGC 4639",SXT4,0.2,22.3,294.3,76,963,5
NGC 1404,E.1,0.2,22.3,237,-53.6,1805,5
NGC 4981,SXR4,0.24,22.3,310.6,55.8,1596,4.166666667
NGC 4482,E,0.21,22.3,284.9,72.9,1786,4.761904762
NGC 0524,LAT+,0.2,22.3,136.5,-52.5,2509,5
"M60, NGC 4639",SXT4,0.11,22.3,294.3,76,963,9.090909091
NGC 2768,E.6.*,0.24,22.4,155.5,40.6,1406,4.166666667
NGC 2974,E.4,0.24,22.4,239.5,35,1893,4.166666667
NGC 1426,E.4,0.18,22.4,215.2,-50.9,1328,5.555555556
NGC 0821,E.6.$,0.17,22.4,151.6,-47.6,1782,5.882352941
NGC 3156,L...*,0.14,22.4,238.3,45.1,980,7.142857143
NGC 1316,LXS0P,0.14,22.4,240.2,-56.7,1674,7.142857143
NGC 4085,SXS5*$,0.2,22.5,140.6,65.2,817,5
NGC 4100,PSAT4,0.2,22.5,141.1,65.9,1138,5
NGC 1052,E.4,0.2,22.5,182,-57.9,1485,5
NGC 4033,E.6,0.41,22.5,286.2,43.4,1411,2.43902439
FCC 252,"dE0, N",0.35,22.5,237.2,-53.1,1287,2.857142857
NGC 5170,SAS5*/,0.23,22.5,315.7,44,1396,4.347826087
"M60, NGC 4639",SXT4,0.11,22.5,294.3,76,963,9.090909091
"M58, NGC 4579",SXT3,0.2,22.6,290.4,74.4,1470,5
NGC 4434,E,0.41,22.6,285.3,70.2,1004,2.43902439
NGC 1427,E+,0.41,22.6,236.6,-52.9,1287,2.43902439
"NGC 1382, NGC 1380B",LXS-*,0.31,22.6,236.3,-53.9,1680,3.225806452
NGC 5839,LXT0*,0.3,22.6,0.2,49,1242,3.333333333
MCG -01-42-004,SXT4*,0.23,22.6,12,25.7,1629,4.347826087
NGC 7280,LXR+,0.22,22.6,79.5,-34.2,2030,4.545454545
NGC 3156,L...*,0.14,22.6,238.3,45.1,980,7.142857143
NGC 1351,LA.-P*,0.11,22.6,235.8,-55.3,1400,9.090909091
NGC 3982,SXR3*,0.07,22.6,138.8,60.3,1184,14.28571429
NGC 4138,LAR+,0.2,22.7,147.3,71.4,969,5
NGC 1373,E+..*,0.47,22.7,236.3,-54.4,1257,2.127659574
NGC 6951,SXT4,0.22,22.7,100.9,14.9,1645,4.545454545
"M60, NGC 4639",SXT4,0.13,22.7,294.3,76,963,7.692307692
NGC 5005,SXT4,0.2,22.8,101.6,79.2,997,5
NGC 4947,SXR3P,0.39,22.8,306.1,27.4,2251,2.564102564
NGC 3607,LAS0*,0.17,22.8,230.6,66.4,867,5.882352941
NGC 3607,LAS0*,0.17,22.8,230.6,66.4,867,5.882352941
"M60, NGC 4639",SXT4,0.11,22.8,294.3,76,963,9.090909091
NGC 1964,SXS3,0.04,22.8,225.3,-26.5,1507,25
NGC 3705,SXR2,0.2,22.9,252,63.8,926,5
NGC 3310,SXR4P,0.2,22.9,156.6,54.1,1043,5
NGC 3729,SBR1P,0.2,22.9,146.6,60.3,1089,5
NGC 0524,LAT+,0.2,22.9,136.5,-52.5,2509,5
NGC 1395,E.2,0.41,22.9,216.2,-52.1,1605,2.43902439
NGC 1331,E.2.*,0.37,22.9,212.2,-54.3,1293,2.702702703
NGC 2778,E,0.3,22.9,189.1,43,1991,3.333333333
NGC 3923,E.4+,0.28,22.9,287.3,32.2,1487,3.571428571
NGC 4365,E.3,0.27,22.9,283.8,69.2,1154,3.703703704
NGC 1332,L.S-*/,0.18,22.9,212.2,-54.4,1444,5.555555556
NGC 1407,E.0,0.15,22.9,209.6,-50.4,1678,6.666666667
NGC 3608,E.2,0.14,22.9,230.4,66.5,1056,7.142857143
NGC 3608,E.2,0.14,22.9,230.4,66.5,1056,7.142857143
NGC 3982,SXR3*,0.14,22.9,138.8,60.3,1184,7.142857143
NGC 4682,SXS6,0.11,22.9,301.2,52.8,2220,9.090909091
"M60, NGC 4639",SXT4,0.09,22.9,294.3,76,963,11.11111111
"M60, NGC 4639",SXT4,0.08,22.9,294.3,76,963,12.5
NGC 1426,E.4,0.08,22.9,215.2,-50.9,1328,12.5
NGC 3972,SAS4,0.2,23,138.8,60.1,918,5
NGC 5161,SAS5*,0.2,23,312,29,2247,5
NGC 7507,E.0,0.41,23,23.4,-68,1597,2.43902439
NGC 0936,LBT+,0.28,23,168.6,-55.3,1371,3.571428571
NGC 2768,E.6.*,0.24,23,155.5,40.6,1406,4.166666667
NGC 6548,S?,0.21,23,44.9,18.2,2357,4.761904762
NGC 7332,L...P/,0.2,23,87.4,-29.7,1468,5
"M60, NGC 4639",SXT4,0.11,23,294.3,76,963,9.090909091
NGC 3675,SAS3,0.2,23.2,163.7,66.2,796,5
NGC 1374,E,0.2,23.2,236.4,-54.3,1230,5
NGC 3190,SAS1P/,0.23,23.2,213,54.8,1262,4.347826087
NGC 1537,LX.-P?,0.19,23.2,231.5,-46.1,1227,5.263157895
NGC 4568,SAT4,0.2,23.3,289.8,73.7,2202,5
IC 2311,E.0.*,0.2,23.3,245.4,6,1631,5
"M60, NGC 4639",SXT4,0.08,23.3,294.3,76,963,12.5
NGC 7205,SAS4,0.2,23.4,334.8,-48.4,1623,5
NGC 7145,E.0,0.21,23.4,349.7,-49.8,1864,4.761904762
NGC 1537,LX.-P?,0.19,23.4,231.5,-46.1,1227,5.263157895
NGC 0524,LAT+,0.2,23.6,136.5,-52.5,2509,5
UGC 11818,S?,0.3,23.6,110,14.4,2616,3.333333333
NGC 3226,E.2.*P,0.24,23.6,216.9,55.4,1244,4.166666667
NGC 1427,E+,0.24,23.6,236.6,-52.9,1287,4.166666667
NGC 2904,LXS-?,0.24,23.6,259.5,15.1,2175,4.166666667
NGC 4753,I.0,0.19,23.6,303.4,61.7,1312,5.263157895
NGC 4651,SAT5,0.17,23.6,293.1,79.1,772,5.882352941
NGC 3227,SXS1P,0.2,23.7,217,55.4,1079,5
NGC 1399,E.1.P,0.2,23.7,236.7,-53.6,1323,5
NGC 1427,E+,0.24,23.7,236.6,-52.9,1287,4.166666667
NGC 3982,SXR3*,0.15,23.7,138.8,60.3,1184,6.666666667
NGC 1448,SA.6*/,0.14,23.7,251.5,-51.4,1021,7.142857143
"M60, NGC 4639",SXT4,0.08,23.7,294.3,76,963,12.5
NGC 3226,E.2.*P,0.24,23.8,216.9,55.4,1244,4.166666667
FCC 243,"dE1, N",0.22,23.8,238.5,-53.2,1216,4.545454545
NGC 7302,LAS-*,0.21,23.8,47.7,-55.1,2682,4.761904762
NGC 1055,SB.3*/,0.2,23.9,171.3,-51.7,1006,5
NGC 5574,LB*-$/,0.62,23.9,348.6,57.9,1639,1.612903226
NGC 3608,E.2,0.41,23.9,230.4,66.5,1056,2.43902439
NGC 5638,E.1,0.41,23.9,351.7,56.5,1806,2.43902439
NGC 7454,E.4,0.41,23.9,88.1,-38.9,2167,2.43902439
NGC 7454,E.4,0.3,23.9,88.1,-38.9,2167,3.333333333
