Galaxy Name,Type (RC3),err,D,GLON,GLAT,Vgsr (RC3),wts
Sextans B,IBS9,0.21,1.34,233.2,43.8,168,4.761904762
Sextans B,IBS9,0.21,1.34,233.2,43.8,168,4.761904762
Sextans A,IB.9,0.05,1.34,246.1,39.9,164,20
Sextans B,IBS9,0.04,1.34,233.2,43.8,168,25
Sextans B,IBS9,0.04,1.34,233.2,43.8,168,25
NGC 3109,SBS9./,0.16,1.36,262.1,23.1,194,6.25
Sextans A,IB.9,0.13,1.36,246.1,39.9,164,7.692307692
Sextans B,IBS9,0.13,1.36,233.2,43.8,168,7.692307692
NGC 3109,SBS9./,0.2,1.37,262.1,23.1,194,5
Sextans B,IBS9,0.27,1.37,233.2,43.8,168,3.703703704
Sextans A,IB.9,0.06,1.37,246.1,39.9,164,16.66666667
Sextans A,IB.9,0.2,1.39,246.1,39.9,164,5
Sextans A,IB.9,0.2,1.4,246.1,39.9,164,5
Sextans A,IB.9,0.23,1.41,246.1,39.9,164,4.347826087
Sextans A,IB.9,0.17,1.41,246.1,39.9,164,5.882352941
Sextans A,IB.9,0.44,1.42,246.1,39.9,164,2.272727273
Sextans A,IB.9,0.13,1.42,246.1,39.9,164,7.692307692
Sextans A,IB.9,0.26,1.43,246.1,39.9,164,3.846153846
Sextans A,IB.9,0.15,1.43,246.1,39.9,164,6.666666667
Sextans A,IB.9,0.15,1.44,246.1,39.9,164,6.666666667
Sextans B,IBS9,0.26,1.45,233.2,43.8,168,3.846153846
Sextans A,IB.9,0.15,1.48,246.1,39.9,164,6.666666667
WLM,IBS9,0.2,1.5,75.9,-73.6,-61,5
NGC 5253,P,0.2,1.5,314.9,30.1,271,5
Sextans B,IBS9,0.12,1.51,233.2,43.8,168,8.333333333
NGC 3109,SBS9./,0.2,1.54,262.1,23.1,194,5
Sextans B,IBS9,0.12,1.54,233.2,43.8,168,8.333333333
Antlia Dwarf,IX.9,0.1,1.57,263.1,22.3,150,10
Sextans A,IB.9,0.05,1.58,246.1,39.9,164,20
NGC 5128,L...P,0.2,1.59,309.5,19.4,398,5
NGC 3109,SBS9./,0.4,1.6,262.1,23.1,194,2.5
"IC 1613, DDO 008",IBS9,0.2,1.61,129.7,-60.6,-152,5
Sextans A,IB.9,0.05,1.61,246.1,39.9,164,20
HIZSS 003,,0.14,1.69,217.7,0.1,151,7.142857143
"Cassiopeia Dwarf, And VII",Sph?,0.2,1.7,109.5,-10,-95,5
IC 5152,IAS9,0.2,1.7,343.9,-50.2,80,5
ESO 294- G 010,DE.5P*,0.08,1.71,320.4,-74.4,72,12.5
NGC 1569,IB.9,0.2,1.73,143.7,11.2,40,5
"DDO 216, Peg DIG",I..9,0.2,1.75,94.8,-43.6,-20,5
UGCA 92,I..9?,0.2,1.78,144.7,10.5,26,5
NGC 0055,SBS9*/,0.2,1.8,332.9,-75.7,94,5
NGC 0300,SAS7,0.03,1.82,299.2,-79.4,98,33.33333333
KKR 25,Ir,0.14,1.86,83.9,44.4,29,7.142857143
NGC 0300,SAS7,0.29,1.87,299.2,-79.4,98,3.448275862
NGC 0300,SAS7,0.05,1.87,299.2,-79.4,98,20
NGC 0300,SAS7,0.05,1.87,299.2,-79.4,98,20
NGC 0300,SAS7,0.05,1.87,299.2,-79.4,98,20
NGC 0300,SAS7,0.02,1.87,299.2,-79.4,98,50
NGC 0300,SAS7,0.05,1.88,299.2,-79.4,98,20
[KK98] 230,dw Irr,0.2,1.9,63.7,72,134,5
NGC 0300,SAS7,0.05,1.9,299.2,-79.4,98,20
[KK98] 230,dw Irr,0.2,1.92,63.7,72,134,5
ESO 294- G 010,DE.5P*,0.1,1.92,320.4,-74.4,72,10
NGC 0300,SAS7,0.065,1.93,299.2,-79.4,98,15.38461538
NGC 0300,SAS7,0.04,1.93,299.2,-79.4,98,25
NGC 1569,IB.9,0.2,1.95,143.7,11.2,40,5
NGC 0300,SAS7,0.32,1.95,299.2,-79.4,98,3.125
"GR8, UGC 08091",I..9,0.07,1.95,310.7,77,183,14.28571429
NGC 0300,SAS7,0.03,1.98,299.2,-79.4,98,33.33333333
NGC 0055,SBS9*/,0.2,2,332.9,-75.7,94,5
NGC 0300,SAS7,0.07,2,299.2,-79.4,98,14.28571429
Sextans B,IBS9,0.2,2,233.2,43.8,168,5
NGC 0300,SAS7,0.03,2.01,299.2,-79.4,98,33.33333333
NGC 0300,SAS7,0.07,2.02,299.2,-79.4,98,14.28571429
NGC 0300,SAS7,0.05,2.02,299.2,-79.4,98,20
NGC 0300,SAS7,0.29,2.03,299.2,-79.4,98,3.448275862
NGC 0300,SAS7,0.12,2.04,299.2,-79.4,98,8.333333333
NGC 0300,SAS7,0.07,2.05,299.2,-79.4,98,14.28571429
IC 5152,IAS9,0.18,2.07,343.9,-50.2,80,5.555555556
UGCA 438,IBS9P*,0.12,2.08,11.9,-70.9,74,8.333333333
NGC 0055,SBS9*/,0.03,2.12,332.9,-75.7,94,33.33333333
NGC 0404,LAS-*,0.2,2.13,127,-27,111,5
NGC 0300,SAS7,0.07,2.14,299.2,-79.4,98,14.28571429
NGC 0300,SAS7,0.1,2.15,299.2,-79.4,98,10
NGC 0300,SAS7,0.2,2.16,299.2,-79.4,98,5
NGC 0300,SAS7,0.14,2.17,299.2,-79.4,98,7.142857143
ESO 383- G 087,SBS8,0.2,2.18,315.8,25.4,191,5
"GR8, UGC 08091",I..9,0.15,2.19,310.7,77,183,6.666666667
NGC 0300,SAS7,0.14,2.2,299.2,-79.4,98,7.142857143
Sextans B,IBS9,0.3,2.21,233.2,43.8,168,3.333333333
"DDO 069, Leo A",IB.9,0.2,2.23,196.9,52.4,-19,5
UGCA 438,IBS9P*,0.15,2.23,11.9,-70.9,74,6.666666667
"GR8, UGC 08091",I..9,0.35,2.24,310.7,77,183,2.857142857
Sextans B,IBS9,0.35,2.25,233.2,43.8,168,2.857142857
Sextans B,IBS9,0.18,2.26,233.2,43.8,168,5.555555556
IC 3104,IBS9*,0.18,2.27,301.4,-17,243,5.555555556
NGC 0253,SXS5,0.2,2.29,97.4,-88,251,5
UGC 08638,I..9,0.2,2.3,23.3,79,300,5
NGC 0300,SAS7,0.04,2.36,299.2,-79.4,98,25
NGC 0300,SAS7,0.14,2.39,299.2,-79.4,98,7.142857143
"M81, NGC 3031",SAS2,0.2,2.4,142.1,40.9,69,5
NGC 0300,SAS7,0.4,2.4,299.2,-79.4,98,2.5
IC 4662,IB.9,0.2,2.44,328.5,-17.8,198,5
kkh 098,Irr,0.11,2.45,109.1,-22.4,59,9.090909091
NGC 4214,IXS9,0.2,2.49,160.3,78.1,313,5
"DDO 125, UGC 07577",I..9,0.07,2.49,137.8,72.9,246,14.28571429
NGC 1569,IB.9,0.2,2.5,143.7,11.2,40,5
DDO 187,I..9,0.2,2.5,25.6,70.5,197,5
IC 2574,SXS9,0.2,2.51,140.2,43.6,154,5
"DDO 125, UGC 07577",I..9,0.13,2.54,137.8,72.9,246,7.692307692
NGC 0300,SAS7,0.2,2.56,299.2,-79.4,98,5
UGC 08508,IA.9,0.13,2.56,111.1,61.3,171,7.692307692
kkh 086,Ir,0.13,2.61,339,62.6,260,7.692307692
NGC 4236,SBS8,0.2,2.62,127.4,47.4,127,5
IC 5152,IAS9,0.2,2.63,343.9,-50.2,80,5
NGC 0625,SBS9$/,0.2,2.63,273.7,-73.1,312,5
"DDO 066, Ho IX",I..9,0.39,2.64,142,41.1,154,2.564102564
"DDO 099, UGC 06817",I..9,0.17,2.64,166.2,72.7,266,5.882352941
UGCA 86,I..9?,0.2,2.65,139.8,10.7,209,5
"DDO 050, UGC 04305",I..9,0.2,2.69,144.3,32.7,269,5
NGC 0625,SBS9$/,0.2,2.7,273.7,-73.1,312,5
NGC 4214,IXS9,0.15,2.7,160.3,78.1,313,6.666666667
NGC 5102,LA.-,0.2,2.74,309.7,25.8,316,5
UGC 05456,I.0.$,0.2,2.74,228.4,47.9,420,5
NGC 0300,SAS7,0.04,2.75,299.2,-79.4,98,25
DDO 190,IA.9,0.2,2.79,82,64.5,259,5
Maffei 2,SXT4*,0.2,2.8,136.5,-0.3,151,5
Dw1,SB(s)cd,0.2,2.8,138.5,-0.1,257,5
"UGCA 290, Arp 211",Im pec,0.2,2.8,136.3,78,494,5
"DDO 113, KDG 090",I..9*,0.11,2.86,161.1,78.1,304,9.090909091
IC 0342,SXT6,0.2,2.87,138.2,10.6,178,5
NGC 2403,SXS6,0.2,2.88,150.6,29.2,226,5
DDO 190,IA.9,0.2,2.9,82,64.5,259,5
Maffei 1,L..-P*,0.2,2.92,135.9,-0.6,157,5
NGC 4449,IB.9,0.2,2.93,136.8,72.4,255,5
NGC 4214,IXS9,0.16,2.94,160.3,78.1,313,6.25
IC 0342,SXT6,0.2,2.95,138.2,10.6,178,5
NGC 4163,IA.9,0.2,2.96,163.2,77.7,183,5
UGCA 86,I..9?,0.2,2.96,139.8,10.7,209,5
NGC 1560,SAS7./,0.2,2.98,138.4,16,106,5
"IC 3687, UGC 07866",IXS9,0.2,3,132,78.5,399,5
UGCA 92,I..9?,0.2,3.01,144.7,10.5,26,5
Maffei 1,L..-P*,0.22,3.01,135.9,-0.6,157,4.545454545
"DDO 181, UGC 08651",I..9,0.21,3.01,89.7,73.1,277,4.761904762
NGC 5253,P,0.18,3.01,314.9,30.1,271,5.555555556
IC 4182,SAS9,0.2,3.02,107.7,79.1,362,5
NGC 5253,P,0.15,3.02,314.9,30.1,271,6.666666667
"NGC 3741, UGC 06572",I..9,0.23,3.03,157.6,66.4,249,4.347826087
NGC 0404,LAS-*,0.1,3.03,127,-27,111,10
NGC 5253,P,0.12,3.04,314.9,30.1,271,8.333333333
"DDO 050, UGC 04305",I..9,0.2,3.05,144.3,32.7,269,5
ESO 274- G 001,SA.7*/,0.2,3.05,326.8,9.3,405,5
NGC 5102,LA.-,0.26,3.05,309.7,25.8,316,3.846153846
NGC 0247,SXS7,0.2,3.06,113.9,-83.6,176,5
NGC 0404,LAS-*,0.25,3.06,127,-27,111,4
NGC 2403,SXS6,0.15,3.06,150.6,29.2,226,6.666666667
Maffei 1,L..-P*,0.2,3.08,135.9,-0.6,157,5
NGC 4449,IB.9,0.2,3.08,136.8,72.4,255,5
"M74, NGC 0628",SAS5,0.2,3.09,138.6,-45.7,753,5
UGCA 292,I..9?,0.2,3.1,148.3,83.7,327,5
NGC 4945,SBS6*/,0.2,3.1,305.3,13.3,383,5
NGC 5102,LA.-,0.27,3.1,309.7,25.8,316,3.703703704
"DDO 113, KDG 090",I..9*,0.18,3.1,161.1,78.1,304,5.555555556
"NGC 2366, DDO 042",IBS9,0.2,3.13,146.4,28.5,209,5
NGC 5253,P,0.34,3.13,314.9,30.1,271,2.941176471
NGC 2403,SXS6,0.24,3.13,150.6,29.2,226,4.166666667
NGC 5253,P,0.12,3.14,314.9,30.1,271,8.333333333
UGCA 105,I..9?,0.22,3.15,148.5,13.7,223,4.545454545
NGC 5253,P,0.14,3.15,314.9,30.1,271,7.142857143
HIPASS J1247-77,Im,0.2,3.16,302.7,-14.7,227,5
[KK98] 035,Irr,0.2,3.16,138.2,10.3,252,5
NGC 2403,SXS6,0.24,3.18,150.6,29.2,226,4.166666667
NGC 2403,SXS6,0.24,3.18,150.6,29.2,226,4.166666667
"NGC 2366, DDO 042",IBS9,0.28,3.19,146.4,28.5,209,3.571428571
UGC 08833,I..9*,0.15,3.19,69.7,74,296,6.666666667
UGC 08833,I..9*,0.2,3.2,69.7,74,296,5
ESO 321- G 014,IB.9,0.2,3.2,294.9,24,428,5
"M81, NGC 3031",SAS2,0.3,3.2,142.1,40.9,69,3.333333333
UGC 04483,,0.12,3.2,145,34.4,108,8.333333333
ESO 349- G 031,IB.9,0.2,3.21,351.5,-78.1,195,5
NGC 5253,P,0.17,3.21,314.9,30.1,271,5.882352941
NGC 5253,P,0.14,3.21,314.9,30.1,271,7.142857143
UGCA 105,I..9?,0.2,3.22,148.5,13.7,223,5
NGC 2403,SXS6,0.24,3.22,150.6,29.2,226,4.166666667
Maffei 1,L..-P*,0.2,3.23,135.9,-0.6,157,5
"M81, NGC 3031",SAS2,0.2,3.24,142.1,40.9,69,5
NGC 5253,P,0.14,3.25,314.9,30.1,271,7.142857143
NGC 5253,P,0.13,3.27,314.9,30.1,271,7.692307692
NGC 0404,LAS-*,0.1,3.27,127,-27,111,10
"UGCA 290, Arp 211",Im pec,0.39,3.28,136.3,78,494,2.564102564
IC 0342,SXT6,0.18,3.28,138.2,10.6,178,5.555555556
NGC 2403,SXS6,0.2,3.3,150.6,29.2,226,5
NGC 2403,SXS6,0.2,3.3,150.6,29.2,226,5
"M106, NGC 4258",SXS4,0.2,3.3,138.3,68.8,510,5
"M81, NGC 3031",SAS2,0.31,3.3,142.1,40.9,69,3.225806452
KDG 061,dE,0.17,3.3,142.5,41.3,-30,5.882352941
NGC 0253,SXS5,0.06,3.3,97.4,-88,251,16.66666667
"M81, NGC 3031",SAS2,0.2,3.31,142.1,40.9,69,5
NGC 5253,P,0.11,3.33,314.9,30.1,271,9.090909091
"Cam B, [KK98] 044",Irr,0.2,3.34,143.4,14.4,205,5
NGC 0253,SXS5,0.26,3.34,97.4,-88,251,3.846153846
DDO 006,IBS9*,0.16,3.34,119.4,-83.9,315,6.25
NGC 5253,P,0.14,3.36,314.9,30.1,271,7.142857143
NGC 4945,SBS6*/,0.06,3.36,305.3,13.3,383,16.66666667
NGC 5128,L...P,0.09,3.37,309.5,19.4,398,11.11111111
kkh 037,S/Irr,0.2,3.39,134,26.5,2,5
NGC 2403,SXS6,0.17,3.39,150.6,29.2,226,5.882352941
"DDO 050, UGC 04305",I..9,0.13,3.39,144.3,32.7,269,7.692307692
NGC 5237,I0?,0.2,3.4,311.9,19.2,213,5
"DDO 181, UGC 08651",I..9,0.2,3.4,89.7,73.1,277,5
NGC 5102,LA.-,0.2,3.4,309.7,25.8,316,5
ESO 325- G 011,IBS9,0.2,3.4,313.5,19.9,390,5
"M81, NGC 3031",SAS2,0.25,3.4,142.1,40.9,69,4
"M81, NGC 3031",SAS2,0.09,3.4,142.1,40.9,69,11.11111111
"M81, NGC 3031",SAS2,0.08,3.4,142.1,40.9,69,12.5
NGC 0404,LAS-*,0.2,3.42,127,-27,111,5
NGC 2403,SXS6,0.16,3.42,150.6,29.2,226,6.25
NGC 5128,L...P,0.12,3.42,309.5,19.4,398,8.333333333
"NGC 2366, DDO 042",IBS9,0.2,3.44,146.4,28.5,209,5
NGC 1560,SAS7./,0.2,3.45,138.4,16,106,5
ESO 383- G 087,SBS8,0.2,3.45,315.8,25.4,191,5
NGC 4190,I..9P,0.2,3.47,160.6,77.6,251,5
"NGC 3741, UGC 06572",I..9,0.39,3.47,157.6,66.4,249,2.564102564
"M81, NGC 3031",SAS2,0.16,3.47,142.1,40.9,69,6.25
"M81, NGC 3031",SAS2,0.09,3.47,142.1,40.9,69,11.11111111
"M81, NGC 3031",SAS2,0.09,3.47,142.1,40.9,69,11.11111111
"M81, NGC 3031",SAS2,0.2,3.48,142.1,40.9,69,5
"M81, NGC 3031",SAS2,0.2,3.48,142.1,40.9,69,5
"DDO 071, KDG 063",I..9*,0.2,3.5,144.1,43.1,-26,5
NGC 2403,SXS6,0.2,3.5,150.6,29.2,226,5
"M81, NGC 3031",SAS2,0.27,3.5,142.1,40.9,69,3.703703704
"M81, NGC 3031",SAS2,0.25,3.5,142.1,40.9,69,4
"KDG 064, UGC 05442",I..9*,0.18,3.5,142.6,42.5,86,5.555555556
"M81, NGC 3031",SAS2,0.11,3.5,142.1,40.9,69,9.090909091
NGC 5128,L...P,0.02,3.5,309.5,19.4,398,50
"NGC 3738, UGC 6565",I..9,0.39,3.52,144.6,59.3,299,2.564102564
UGC 06541,I..9,0.39,3.52,151.9,63.3,302,2.564102564
ESO 269- G 066,DE.2?P,0.2,3.54,307,17.8,615,5
"M81, NGC 3031",SAS2,0.2,3.55,142.1,40.9,69,5
NGC 4163,IA.9,0.2,3.55,163.2,77.7,183,5
NGC 2403,SXS6,0.2,3.55,150.6,29.2,226,5
KDG 052,I?,0.16,3.55,143.8,33,227,6.25
"M81, NGC 3031",SAS2,0.1,3.55,142.1,40.9,69,10
"M81, NGC 3031",SAS2,0.08,3.55,142.1,40.9,69,12.5
"M81, NGC 3031",SAS2,0.08,3.55,142.1,40.9,69,12.5
Garland,Im,0.2,3.56,141.9,41.7,106,5
NGC 2976,SA.5P,0.23,3.56,143.9,40.9,106,4.347826087
DDO 053,I..9,0.15,3.56,149.3,34.9,114,6.666666667
NGC 5253,P,0.24,3.59,314.9,30.1,271,4.166666667
KDG 061,dE,0.2,3.6,142.5,41.3,-30,5
NGC 6789,I..9,0.2,3.6,95,21.5,77,5
UKS 1424-460,IBS9,0.2,3.6,319.8,13.4,256,5
NGC 5128,L...P,0.2,3.6,309.5,19.4,398,5
"M81, NGC 3031",SAS2,0.28,3.61,142.1,40.9,69,3.571428571
"M81, NGC 3031",SAS2,0.09,3.62,142.1,40.9,69,11.11111111
"M81, NGC 3031",SAS2,0.26,3.63,142.1,40.9,69,3.846153846
"M81, NGC 3031",SAS2,0.09,3.63,142.1,40.9,69,11.11111111
"M81, NGC 3031",SAS2,0.09,3.63,142.1,40.9,69,11.11111111
"M81, NGC 3031",SAS2,0.08,3.63,142.1,40.9,69,12.5
"M81, NGC 3031",SAS2,0.08,3.63,142.1,40.9,69,12.5
NGC 0247,SXS7,0.2,3.65,113.9,-83.6,176,5
NGC 2403,SXS6,0.2,3.66,150.6,29.2,226,5
"M81, NGC 3031",SAS2,0.09,3.66,142.1,40.9,69,11.11111111
NGC 5253,P,0.24,3.69,314.9,30.1,271,4.166666667
"KDG 064, UGC 05442",I..9*,0.2,3.7,142.6,42.5,86,5
"DDO 066, Ho IX",I..9,0.2,3.7,142,41.1,154,5
KDG 073,Im,0.2,3.7,136.9,44.2,231,5
ESO 324- G 024,IX.9*,0.2,3.7,310.2,20.9,357,5
NGC 5253,P,0.24,3.71,314.9,30.1,271,4.166666667
DDO 078,I..9,0.2,3.72,141.1,44,159,5
"DDO 167, UGC 08308",I..9,0.2,3.72,111.6,70.3,242,5
ESO 384- G 016,DE.3.?,0.2,3.72,317.7,25.6,428,5
NGC 4631,SBS7./,0.2,3.72,142.8,84.2,629,5
NGC 5253,P,0.25,3.72,314.9,30.1,271,4
"M81, NGC 3031",SAS2,0.1,3.72,142.1,40.9,69,10
kkh 006,Ir,0.2,3.73,129.7,-10.2,223,5
NGC 0253,SXS5,0.2,3.73,97.4,-88,251,5
"NGC 2366, DDO 042",IBS9,0.2,3.73,146.4,28.5,209,5
"M81, NGC 3031",SAS2,0.1,3.74,142.1,40.9,69,10
ESO 269- G 066,dE,0.2,3.75,307,17.8,615,5
NGC 5253,P,0.25,3.75,314.9,30.1,271,4
NGC 5253,P,0.25,3.75,314.9,30.1,271,4
NGC 5253,P,0.24,3.77,314.9,30.1,271,4.166666667
NGC 5253,P,0.11,3.77,314.9,30.1,271,9.090909091
NGC 4244,SAS6*/,0.06,3.77,154.6,77.2,270,16.66666667
NGC 2915,I.0,0.26,3.78,292,-18.4,257,3.846153846
"M81, NGC 3031",SAS2,0.09,3.78,142.1,40.9,69,11.11111111
ESO 269- G 058,I.0.P,0.2,3.8,306.3,15.8,227,5
NGC 3510,SBS9./,0.2,3.8,202.4,66.2,673,5
NGC 5128,L...P,0.19,3.8,309.5,19.4,398,5.263157895
NGC 0247,SXS7,0.1,3.8,113.9,-83.6,176,10
NGC 3077,I.0.P,0.2,3.82,141.9,41.7,120,5
UGC 05456,I.0.$,0.27,3.82,228.4,47.9,420,3.703703704
Garland,Im,0.24,3.82,141.9,41.7,106,4.166666667
KDG 073,Im,0.13,3.82,136.9,44.2,231,7.692307692
"DDO 063, Ho I",IXS9,0.26,3.84,140.7,38.7,250,3.846153846
NGC 2403,SXS6,0.2,3.85,150.6,29.2,226,5
NGC 3077,I.0.P,0.14,3.85,141.9,41.7,120,7.142857143
Arp's Loop,,0.12,3.87,141.7,40.9,207,8.333333333
"M81, NGC 3031",SAS2,0.1,3.87,142.1,40.9,69,10
"M81, NGC 3031",SAS2,0.2,3.89,142.1,40.9,69,5
UGC 06541,I..9,0.29,3.89,151.9,63.3,302,3.448275862
"M82, NGC 3034",I.0../,0.14,3.89,141.4,40.6,323,7.142857143
NGC 0625,SBS9$/,0.07,3.89,273.7,-73.1,312,14.28571429
NGC 1313,SBS7,0.2,3.9,283.4,-44.6,292,5
NGC 2976,SA.5P,0.2,3.91,143.9,40.9,106,5
"M81, NGC 3031",SAS2,0.26,3.91,142.1,40.9,69,3.846153846
NGC 7793,SAS7,0.24,3.91,4.5,-77.2,228,4.166666667
NGC 5253,P,0.05,3.91,314.9,30.1,271,20
"DDO 099, UGC 06817",I..9,0.2,3.92,166.2,72.7,266,5
"Cam A, [KK98] 041",Irr (LSB),0.2,3.93,137.3,16.2,102,5
"DDO 126, UGC 07559",IB.9,0.39,3.93,148.6,78.7,247,2.564102564
NGC 0253,SXS5,0.2,3.94,97.4,-88,251,5
[HS98] 117,Ir,0.2,3.96,138.1,41.3,80,5
[KK98] 196,IB9,0.2,3.98,308.5,17.5,574,5
NGC 5253,P,0.05,3.98,314.9,30.1,271,20
NGC 7793,SAS7,0.2,4,4.5,-77.2,228,5
"DDO 168, UGC 08320",IB.9,0.2,4,110.8,70.7,272,5
DDO 082,S..9*,0.22,4,137.9,42.2,295,4.545454545
NGC 5102,LA.-,0.13,4,309.7,25.8,316,7.692307692
"DDO 050, UGC 04305",I..9,0.39,4.02,144.3,32.7,269,2.564102564
IC 2574,SXS9,0.22,4.02,140.2,43.6,154,4.545454545
BK 03N,Im,0.14,4.02,142.3,40.8,68,7.142857143
NGC 3077,I.0.P,0.13,4.04,141.9,41.7,120,7.692307692
"M81, NGC 3031",SAS2,0.12,4.04,142.1,40.9,69,8.333333333
ESO 269- G 066,DE.2?P,0.37,4.05,307,17.8,615,2.702702703
NGC 5253,P,0.26,4.06,314.9,30.1,271,3.846153846
NGC 5253,P,0.14,4.06,314.9,30.1,271,7.142857143
NGC 0625,SBS9$/,0.2,4.07,273.7,-73.1,312,5
NGC 5253,P,0.27,4.07,314.9,30.1,271,3.703703704
NGC 0247,SXS7,0.2,4.09,113.9,-83.6,176,5
"DDO 113, KDG 090",I..9*,0.2,4.09,161.1,78.1,304,5
NGC 4214,IXS9,0.2,4.09,160.3,78.1,313,5
ESO 349 -G 031,IB.9,0.2,4.1,351.5,-78.1,195,5
NGC 5204,SAS9,0.2,4.1,113.5,58,320,5
NGC 5128,L...P,0.2,4.1,309.5,19.4,398,5
IC 4182,SAS9,0.14,4.11,107.7,79.1,362,7.142857143
UGC 03755,I..9,0.39,4.13,206,9.7,216,2.564102564
NGC 5253,P,0.34,4.13,314.9,30.1,271,2.941176471
NGC 5253,P,0.1,4.13,314.9,30.1,271,10
NGC 1313,SBS7,0.06,4.13,283.4,-44.6,292,16.66666667
Maffei 1,L..-P*,0.25,4.15,135.9,-0.6,157,4
NGC 5253,P,0.1,4.15,314.9,30.1,271,10
NGC 5253,P,0.5,4.17,314.9,30.1,271,2
"DDO 210, Aquarius Dwarf",IBS9,0.39,4.17,34,-31.3,-23,2.564102564
NGC 3077,I.0.P,0.2,4.19,141.9,41.7,120,5
NGC 1313,SBS7,0.2,4.19,283.4,-44.6,292,5
"DDO 167, UGC 08308",I..9,0.26,4.19,111.6,70.3,242,3.846153846
UGC 01703,I..9*,0.15,4.2,142.1,-27,-40,6.666666667
NGC 4449,IB.9,0.27,4.21,136.8,72.4,255,3.703703704
UGC 07298,I..9*,0.17,4.21,135.2,64.1,247,5.882352941
NGC 5128,L...P,0.14,4.21,309.5,19.4,398,7.142857143
NGC 5128,L...P,0.14,4.21,309.5,19.4,398,7.142857143
"M81, NGC 3031",SAS2,0.05,4.21,142.1,40.9,69,20
NGC 4395,SAS9*,0.2,4.23,162.1,81.5,337,5
ESO 490- G 017,IXS9?,0.23,4.23,235.1,-14.3,307,4.347826087
ESO 384- G 016,DE.3.?,0.1,4.23,317.7,25.6,428,10
NGC 4490,SBS7P,0.2,4.25,138,74.9,625,5
kkh 005,Ir?,0.2,4.26,125.5,-11.4,239,5
"DDO 047, UGC 03974",IBS9,0.2,4.27,203.1,18.5,179,5
UGC 08638,I..9,0.2,4.27,23.3,79,300,5
UGCA 442,SBS9*/,0.27,4.27,10.7,-74.5,275,3.703703704
NGC 4244,SAS6*/,0.08,4.29,154.6,77.2,270,12.5
"NGC 4789A, DDO 154",IBS9,0.2,4.3,35.2,89.4,384,5
NGC 4395,SAS9*,0.18,4.3,162.1,81.5,337,5.555555556
"NGC 4068, UGC 07047",IA.9,0.2,4.31,138.9,63,283,5
"DDO 168, UGC 08320",IB.9,0.26,4.33,110.8,70.7,272,3.846153846
IC 4182,SAS9,0.08,4.34,107.7,79.1,362,12.5
UGC 06456,P,0.04,4.34,127.8,37.3,53,25
NGC 5128,L...P,0.19,4.36,309.5,19.4,398,5.263157895
"M81, NGC 3031",SAS2,0.05,4.37,142.1,40.9,69,20
NGC 4244,SAS6*/,0.03,4.37,154.6,77.2,270,33.33333333
IC 4182,SAS9,0.08,4.38,107.7,79.1,362,12.5
NGC 4395,SAS9*,0.2,4.39,162.1,81.5,337,5
IC 4182,SAS9,0.09,4.39,107.7,79.1,362,11.11111111
NGC 0059,LAT-*,0.07,4.39,65.7,-80,412,14.28571429
UGC 07605,I..9,0.2,4.4,151,80.1,332,5
Maffei 1,L..-P*,0.3,4.4,135.9,-0.6,157,3.333333333
IC 4316,IB.9?P,0.2,4.41,315.7,32.8,547,5
kkh 018,Ir,0.2,4.43,152,-21.6,307,5
UGC 07605,I..9,0.28,4.43,151,80.1,332,3.571428571
ESO 245- G 005,IBS9,0.23,4.43,273.1,-70.3,310,4.347826087
NGC 4236,SBS8,0.22,4.45,127.4,47.4,127,4.545454545
UGC 06456,P,0.1,4.47,127.8,37.3,53,10
IC 4182,SAS9,0.06,4.47,107.7,79.1,362,16.66666667
NGC 4244,SAS6*/,0.2,4.49,154.6,77.2,270,5
IC 4182,SAS9,0.06,4.49,107.7,79.1,362,16.66666667
NGC 5264,IBS9,0.2,4.5,315.7,31.7,349,5
"M83, NGC 5236",SXS5,0.2,4.5,314.6,32,384,5
HIDEEP J1336-3321,,0.2,4.5,313.7,28.6,451,5
"M83, NGC 5236",SXS5,0.15,4.5,314.6,32,384,6.666666667
IC 4182,SAS9,0.08,4.5,107.7,79.1,362,12.5
[KK98] 065,dw Irr,0.2,4.51,203.4,18.6,186,5
[KK98] 109,dw Irr,0.2,4.51,156.8,69,250,5
"M83, NGC 5236",SXS5,0.15,4.51,314.6,32,384,6.666666667
NGC 4244,SAS6*/,0.2,4.53,154.6,77.2,270,5
ESO 384- G 016,DE.3.?,0.2,4.53,317.7,25.6,428,5
IC 4182,SAS9,0.06,4.53,107.7,79.1,362,16.66666667
IC 4182,SAS9,0.13,4.54,107.7,79.1,362,7.692307692
UGC 08215,I..9,0.2,4.55,114.6,70,296,5
ESO 059- G 001,IBS9,0.2,4.57,279.8,-21.5,316,5
"IC 3687, UGC 07866",IXS9,0.24,4.57,132,78.5,399,4.166666667
DDO 165,I..9,0.19,4.57,120.8,49.4,169,5.263157895
DDO 165,I..9,0.2,4.59,120.8,49.4,169,5
IC 4182,SAS9,0.11,4.59,107.7,79.1,362,9.090909091
IC 4182,SAS9,0.08,4.59,107.7,79.1,362,12.5
NGC 1311,SBS9?/,0.2,4.6,265.3,-52.7,331,5
"[KK98] 200, AM 1321-304",dw Im,0.2,4.6,311.3,31.4,348,5
ESO 444- G 084,I..9,0.2,4.6,315.1,33.7,460,5
kkh 034,Ir,0.2,4.61,140.4,22.3,243,5
NGC 4395,SAS9*,0.2,4.61,162.1,81.5,337,5
